date, pm25, pm10, o3, no2, so2, co
2018-08-12, 132, 49, 71, 8, 1, 9
2018-08-13, 105, 22, 28, 9, 8, 9
2018-08-14, 81, 29, 43, 13, 1, 6
2018-08-15, 45, 29, 70, 11, 8, 5
2018-08-16, 43, 61, 124, 20, 1, 6
2018-08-17, 95, 30, 48, 11, 8, 7
2018-08-18, 47, 35, 29, 17, 1, 7
2018-08-19, 57, 39, 74, 11, 8, 9
2018-08-20, 72, 30, 49, 13, 1, 4
2018-08-21, 41, 53, 31, 25, 11, 8
2018-08-22, 62, 39, 60, 19, 1, 5
2018-08-23, 57, 31, 46, 15, 8, 6
2018-08-24, 39, 54, 96, 19, 2, 6
2018-08-25, 75, 69, 99, 13, 8, 10
2018-08-26, 130, 68, 105, 13, 4, 10
2018-08-27, 133, 60, 81, 17, 7, 11
2018-08-28, 126, 23, 47, 11, 1, 3
2018-08-29, 25, 44, 39, 14, 8, 8
2018-08-30, 55, 30, 78, 14, 1, 5
2018-08-31, 48, 46, 70, 13, 7, 11
2018-09-01, 113, 45, 63, 7, 1, 7
2018-09-02, 103, 19, 33, 9, 7, 7
2018-09-03, 82, 17, 38, 12, 1, 2
2018-09-04, 29, 31, 51, 14, 2, 3
2018-09-05, 44, 34, 28, 8, 1, 3
2018-09-06, 35, 15, 29, 7, 1, 1
2018-09-07, 21, 21, 37, 10, 1, 2
2018-09-08, 29, 53, 62, 18, 3, 5
2018-09-09, 72, 63, 69, 24, 4, 9
2018-09-10, 115, 61, 68, 16, 4, 7
2018-09-11, 105, 61, 87, 16, 3, 7
2018-09-12, 110, 74, 82, 27, 3, 9
2018-09-13, 157, 85, 79, 30, 3, 10
2018-09-14, 169, 22, 25, 8, 1, 3
2018-09-15, 42, 22, 36, 11, 1, 1
2018-09-16, 25, 37, 30, 18, 1, 2
2018-09-17, 46, 48, 26, 20, 1, 4
2018-09-18, 63, 55, 14, 27, 1, 7
2018-09-19, 81, 62, 53, 22, 2, 7
2018-09-20, 115, 43, 24, 12, 1, 3
2018-09-21, 48, 23, 26, 5, 1, 2
2018-09-22, 17, 24, 23, 10, 1, 2
2018-09-23, 25, 22, 29, 11, 1, 2
2018-09-24, 29, 46, 36, 14, 2, 5
2018-09-25, 68, 52, 36, 18, 2, 5
2018-09-26, 92, 71, 31, 29, 3, 9
2018-09-27, 144, 57, 34, 19, , 7
2018-09-28, 131, 15, 26, 13, 7, 5
2018-09-29, 27, 16, 27, 9, 1, 2
2018-09-30, 20, 17, 33, 6, 7, 4
2018-10-01, 32, 25, 34, 15, 1, 4
2018-10-02, 38, 33, 32, 21, 1, 4
2018-10-03, 51, 59, 58, 24, 5, 9
2018-10-04, 114, 72, 55, 25, 4, 10
2018-10-05, 161, 18, 25, 7, 1, 3
2018-10-06, 29, 30, 26, 16, 1, 3
2018-10-07, 38, 35, 30, 16, 1, 3
2018-10-08, 48, 13, 19, 4, 1, 2
2018-10-09, 19, 18, 20, 11, 1, 2
2018-10-10, 28, 24, 22, 13, 1, 3
2018-10-11, 32, 63, 31, 26, 2, 5
2018-10-12, 107, 76, 32, 33, 4, 10
2018-10-13, 165, 108, 38, 39, 3, 12
2018-10-14, 200, 117, 18, 34, 3, 15
2018-10-15, 204, 59, 29, 14, 2, 9
2018-10-16, 140, 38, 24, 20, 1, 6
2018-10-17, 96, 49, 25, 25, 1, 6
2018-10-18, 100, 51, 27, 28, 1, 6
2018-10-19, 116, 64, 30, 34, 3, 8
2018-10-20, 153, 88, 13, 43, 4, 14
2018-10-21, 186, 83, 27, 28, 3, 12
2018-10-22, 211, 35, 21, 14, 1, 3
2018-10-23, 45, 73, 13, 33, 2, 8
2018-10-24, 125, 91, 19, 39, 5, 14
2018-10-25, 163, 48, 20, 6, 2, 2
2018-10-26, 25, 35, 26, 14, 2, 2
2018-10-27, 42, 37, 27, 4, 1, 1
2018-10-28, 17, 18, 22, 9, 2, 2
2018-10-29, 21, 29, 24, 18, 2, 3
2018-10-30, 44, 50, 16, 24, 3, 7
2018-10-31, 83, 55, 22, 29, 3, 9
2018-11-01, 116, 92, 7, 51, 4, 14
2018-11-02, 188, 98, 34, 44, 4, 15
2018-11-03, 205, 58, 6, 26, 1, 8
2018-11-04, 130, 31, 10, 19, 1, 4
2018-11-05, 67, 30, 14, 18, , 3
2018-11-06, 52, 46, 4, 24, , 6
2018-11-07, 82, 80, 3, 36, 3, 11
2018-11-08, 156, 54, 19, 23, 1, 6
2018-11-09, 91, 35, 13, 18, 1, 4
2018-11-10, 48, 64, 21, 26, 2, 7
2018-11-11, 119, 84, 14, 34, 3, 10
2018-11-12, 176, 104, 12, 39, 2, 17
2018-11-13, 236, , 11, 37, 1, 20
2018-11-14, 272, 18, 23, 15, , 7
2018-11-15, 100, 24, 19, 10, 1, 3
2018-11-16, 35, 60, 8, 28, 3, 6
2018-11-17, 110, 62, 23, 20, 2, 6
2018-11-18, 94, 74, 3, 33, 6, 10
2018-11-19, 122, 66, 19, 25, 3, 7
2018-11-20, 111, 45, 20, 18, 2, 5
2018-11-21, 75, 56, 12, 27, 3, 7
2018-11-22, 90, 75, 2, 31, 8, 13
2018-11-23, 151, 76, 18, 28, 5, 10
2018-11-24, 157, 83, 8, 35, 3, 12
2018-11-25, 170, 134, 3, 56, 6, 23
2018-11-26, 295, 210, 23, 15, 1, 5
2018-11-27, 118, 122, 3, 32, 10, 13
2018-11-28, 146, 99, 6, 28, 8, 12
2018-11-29, 139, 122, 8, 39, 7, 16
2018-11-30, 201, 131, 15, 39, 6, 17
2018-12-01, 198, 140, 4, 41, 6, 25
2018-12-02, 233, 181, 20, 10, 1, 5
2018-12-03, 129, 56, 21, 10, 1, 3
2018-12-04, 53, 83, 2, 27, 7, 9
2018-12-05, 122, 32, 19, 6, 1, 3
2018-12-06, 35, 34, 22, 3, 1, 2
2018-12-07, 28, 35, 21, 8, 1, 2
2018-12-08, 33, 57, 8, 26, 5, 6
2018-12-09, 106, 70, 6, 30, 5, 10
2018-12-10, 144, 50, 19, 15, 4, 4
2018-12-11, 73, 44, 11, 25, 4, 6
2018-12-12, 86, 35, 21, 15, 2, 4
2018-12-13, 46, 57, 7, 30, 5, 8
2018-12-14, 113, 91, 2, 40, 8, 16
2018-12-15, 172, 85, 25, 31, 6, 13
2018-12-16, 122, 40, 20, 18, 3, 5
2018-12-17, 100, 53, 20, 26, 4, 8
2018-12-18, 91, 55, 10, 30, 3, 8
2018-12-19, 86, 73, 2, 37, 6, 11
2018-12-20, 126, 89, 17, 33, 6, 12
2018-12-21, 145, 68, 22, 23, 3, 7
2018-12-22, 100, 49, 21, 8, 1, 4
2018-12-23, 41, 77, 4, 30, 5, 9
2018-12-24, 124, 66, 20, 18, 4, 7
2018-12-25, 85, 25, 19, 12, 1, 5
2018-12-26, 33, 49, 21, 4, 1, 3
2018-12-27, 34, 41, 19, 7, 1, 4
2018-12-28, 35, 27, 19, 11, 2, 3
2018-12-29, 38, 27, 16, 17, 2, 4
2018-12-30, 48, , , , , 
2018-12-31, , 46, 17, 20, 5, 9
2019-01-01, 116, 54, 9, 27, 7, 11
2019-01-02, 118, 100, 5, 42, 14, 21
2019-01-03, 204, 42, 27, 11, 2, 6
2019-01-04, 63, 28, 22, 15, 7, 5
2019-01-05, 52, 73, 6, 34, 6, 12
2019-01-06, 147, 51, 24, 21, 9, 9
2019-01-07, 95, 27, 27, 11, 2, 3
2019-01-08, 50, 61, 14, 27, 10, 7
2019-01-09, 121, 83, 7, 37, 8, 12
2019-01-10, 166, 91, 10, 38, 8, 14
2019-01-11, 186, 192, 7, 53, 9, 25
2019-01-12, 282, 210, 28, 33, 3, 16
2019-01-13, 201, 123, 24, 43, 5, 19
2019-01-14, 207, 62, 24, 6, 1, 3
2019-01-15, 42, 61, 13, 26, 5, 7
2019-01-16, 118, 61, 13, 29, 6, 8
2019-01-17, 122, 77, 6, 40, 9, 13
2019-01-18, 163, 29, 30, 10, 1, 3
2019-01-19, 52, 24, 27, 7, 1, 2
2019-01-20, 43, 48, 25, 22, 2, 6
2019-01-21, 85, 57, 22, 25, 3, 9
2019-01-22, 93, 45, 23, 24, 2, 7
2019-01-23, 77, 63, 15, 27, 8, 13
2019-01-24, 186, 36, 24, 10, 2, 5
2019-01-25, 53, 34, 10, 16, 2, 5
2019-01-26, 70, 86, 27, 23, 6, 10
2019-01-27, 129, 49, 22, 14, 3, 6
2019-01-28, 85, 102, 8, 37, 10, 15
2019-01-29, 183, 68, 24, 12, 4, 7
2019-01-30, 79, 25, 27, 7, 3, 5
2019-01-31, 48, 73, 26, 26, 4, 9
2019-02-01, 127, 101, 10, 30, 4, 13
2019-02-02, 186, 112, 38, 7, 1, 3
2019-02-03, 97, 80, 27, 13, 3, 8
2019-02-04, 119, 157, 21, 11, 5, 7
2019-02-05, 179, 80, 36, 10, 8, 12
2019-02-06, 141, 32, 34, 5, 1, 4
2019-02-07, 40, 42, 32, 9, 3, 3
2019-02-08, 80, 23, 25, 7, 2, 2
2019-02-09, 38, 33, 20, 11, 3, 3
2019-02-10, 83, 49, 27, 16, 5, 5
2019-02-11, 112, 48, 21, 12, 5, 6
2019-02-12, 86, 32, 29, 12, 2, 5
2019-02-13, 75, 51, 20, 15, 4, 7
2019-02-14, 133, 22, 27, 4, 1, 1
2019-02-15, 42, 20, 29, 5, 1, 2
2019-02-16, 38, 22, 27, 10, 1, 3
2019-02-17, 49, 43, 16, 26, 3, 6
2019-02-18, 96, 84, 36, 23, 2, 10
2019-02-19, 175, 29, 28, 14, 1, 5
2019-02-20, 94, 51, 39, 24, 2, 10
2019-02-21, 176, 76, 27, 29, 3, 14
2019-02-22, 195, 103, 46, 36, 4, 18
2019-02-23, 229, 29, 34, 28, 3, 10
2019-02-24, 153, 57, 29, 23, 5, 9
2019-02-25, 151, 68, 28, 28, 5, 9
2019-02-26, 139, 75, 37, 29, 4, 11
2019-02-27, 172, 80, 41, 27, 4, 8
2019-02-28, 165, 87, 39, 30, 5, 11
2019-03-01, 197, 111, 59, 33, 5, 13
2019-03-02, 250, 102, 41, 30, 6, 12
2019-03-03, 215, 81, 36, 28, 3, 9
2019-03-04, 172, 71, 37, 22, 2, 9
2019-03-05, 147, 17, 35, 6, , 2
2019-03-06, 36, 30, 35, 17, 2, 4
2019-03-07, 66, 75, 39, 27, 5, 7
2019-03-08, 150, 85, 29, 32, 5, 8
2019-03-09, 166, 81, 28, 29, 2, 9
2019-03-10, 183, 38, 37, 13, 1, 5
2019-03-11, 64, 26, 33, 4, , 2
2019-03-12, 28, 25, 33, 11, 1, 3
2019-03-13, 36, 31, 32, 11, 1, 2
2019-03-14, 34, 48, 32, 6, , 1
2019-03-15, 43, 54, 30, 19, 2, 4
2019-03-16, 81, 70, 46, 25, 3, 7
2019-03-17, 130, 98, 53, 36, 6, 8
2019-03-18, 175, 112, 59, 43, 6, 11
2019-03-19, 193, 76, 31, 20, 3, 7
2019-03-20, 153, 31, 34, 4, , 2
2019-03-21, 49, 29, 34, 9, , 1
2019-03-22, 33, 30, 33, 4, , 1
2019-03-23, 46, 67, 33, 20, 3, 4
2019-03-24, 109, 51, 39, 20, 1, 5
2019-03-25, 99, 86, 36, 23, 4, 6
2019-03-26, 118, 90, 32, 27, 4, 9
2019-03-27, 144, 56, 24, 13, 3, 5
2019-03-28, 108, 71, 29, 14, 1, 2
2019-03-29, 70, 26, 32, 3, , 2
2019-03-30, 25, 28, 33, 11, , 3
2019-03-31, 41, 34, 34, 15, , 3
2019-04-01, 52, 53, 37, 18, 4, 6
2019-04-02, 94, 69, 59, 24, 5, 6
2019-04-03, 142, 95, 59, 27, 5, 6
2019-04-04, 149, 248, 35, 13, 1, 2
2019-04-05, 108, 135, 36, 19, 3, 5
2019-04-06, 123, 75, 36, 19, 4, 5
2019-04-07, 132, 61, 33, 18, 6, 8
2019-04-08, 104, 31, 27, 10, , 4
2019-04-09, 82, 28, 38, 14, 1, 3
2019-04-10, 88, 58, 46, 15, 1, 4
2019-04-11, 138, 67, 48, 19, 2, 5
2019-04-12, 151, 72, 37, 19, 2, 4
2019-04-13, 163, 54, 41, 10, 1, 2
2019-04-14, 70, 74, 49, 19, 3, 4
2019-04-15, 133, 81, 78, 17, 4, 6
2019-04-16, 160, 91, 94, 28, 5, 9
2019-04-17, 183, 141, 37, 10, 1, 5
2019-04-18, 121, 62, 33, 11, 1, 3
2019-04-19, 83, 54, 16, 22, , 5
2019-04-20, 122, 109, 44, 22, 3, 8
2019-04-21, 156, 84, 94, 22, 2, 8
2019-04-22, 176, 60, 39, 12, 1, 6
2019-04-23, 168, 27, 26, 14, , 6
2019-04-24, 104, 25, 41, 6, , 1
2019-04-25, 71, 45, 46, 8, , 2
2019-04-26, 109, 44, 35, 11, , 3
2019-04-27, 110, 50, 39, 9, , 4
2019-04-28, 135, 61, 66, 16, 1, 8
2019-04-29, 180, 80, 39, 12, , 4
2019-04-30, 167, 38, 47, 11, , 1
2019-05-01, 145, 57, 65, 18, 1, 3
2019-05-02, 214, 73, 89, 19, 4, 5
2019-05-03, 161, 67, 101, 12, 4, 5
2019-05-04, 145, 47, 40, 7, , 2
2019-05-05, 78, 36, 46, 13, , 2
2019-05-06, 79, 50, 52, 16, 1, 2
2019-05-07, 98, 66, 47, 20, 3, 4
2019-05-08, 132, 61, 64, 21, 1, 4
2019-05-09, 115, 76, 96, 22, 3, 8
2019-05-10, 140, 74, 105, 20, 3, 9
2019-05-11, 162, 181, 42, 14, 3, 11
2019-05-12, 181, 58, 44, 7, 1, 2
2019-05-13, 86, 86, 86, 22, 3, 6
2019-05-14, 141, 137, 106, 23, 5, 9
2019-05-15, 175, 95, 86, 20, 2, 6
2019-05-16, 155, 85, 88, 17, 1, 8
2019-05-17, 162, 42, 41, 13, , 6
2019-05-18, 106, 66, 32, 7, , 2
2019-05-19, 88, 39, 38, 7, , 3
2019-05-20, 65, 31, 50, 19, , 3
2019-05-21, 80, 54, 75, 30, 1, 6
2019-05-22, 106, 59, 135, 23, 2, 5
2019-05-23, 107, 87, 94, 31, 2, 5
2019-05-24, 135, 82, 122, 22, 3, 5
2019-05-25, 149, 59, 37, 12, 2, 8
2019-05-26, 104, 16, 39, 5, , 1
2019-05-27, 41, 33, 63, 16, , 2
2019-05-28, 61, 47, 113, 18, 1, 4
2019-05-29, 92, 49, 53, 11, 2, 3
2019-05-30, 90, 35, 47, 12, 1, 1
2019-05-31, 68, 65, 82, 19, 2, 4
2019-06-01, 112, 65, 104, 21, 2, 7
2019-06-02, 133, 51, 100, 15, 1, 5
2019-06-03, 104, 61, 74, 13, 4, 11
2019-06-04, 150, 54, 57, 17, 2, 10
2019-06-05, 161, 57, 48, 22, , 10
2019-06-06, 137, 61, 86, 8, , 8
2019-06-07, 151, 51, 66, 12, , 5
2019-06-08, 102, 18, 41, 8, , 4
2019-06-09, 31, 54, 76, 15, 1, 6
2019-06-10, 96, 56, 122, 14, 3, 9
2019-06-11, 132, 59, 119, 14, 4, 10
2019-06-12, 118, 42, 103, 11, , 7
2019-06-13, 84, 65, 72, 20, 1, 7
2019-06-14, 102, 50, 90, 14, 3, 7
2019-06-15, 76, 36, 25, 11, 1, 6
2019-06-16, 86, 53, 84, 17, 1, 8
2019-06-17, 137, 70, 144, 15, 1, 8
2019-06-18, 158, 69, 102, 9, 4, 11
2019-06-19, 161, 69, 129, 15, 2, 7
2019-06-20, 145, 69, 76, 11, 4, 10
2019-06-21, 130, 53, 92, 17, , 3
2019-06-22, 75, 73, 130, 17, 7, 7
2019-06-23, 121, 64, 121, 16, 3, 7
2019-06-24, 114, 76, 128, 13, 8, 7
2019-06-25, 134, 70, 133, 11, 4, 8
2019-06-26, 125, 68, 128, 12, 3, 8
2019-06-27, 141, 41, 94, 6, , 5
2019-06-28, 75, 33, 49, 6, , 6
2019-06-29, 53, 21, 36, 5, 1, 4
2019-06-30, 17, 33, 53, 13, , 3
2019-07-01, 34, 60, 74, 15, 1, 5
2019-07-02, 83, 39, 99, 14, , 5
2019-07-03, 87, 64, 123, 23, 2, 5
2019-07-04, 116, 54, 51, 18, , 5
2019-07-05, 95, 15, 27, 7, , 2
2019-07-06, 34, 21, 51, 8, , 5
2019-07-07, 53, 34, 81, 13, , 4
2019-07-08, 86, 50, 39, 21, , 5
2019-07-09, 99, 50, 72, 13, 2, 9
2019-07-10, 153, 37, 78, 10, 1, 4
2019-07-11, 87, 45, 113, 13, 1, 4
2019-07-12, 78, 73, 113, 18, 2, 9
2019-07-13, 154, 33, 95, 8, 1, 4
2019-07-14, 61, 64, 120, 13, 1, 8
2019-07-15, 149, 49, 82, 14, 1, 8
2019-07-16, 102, 42, 24, 17, , 7
2019-07-17, 137, 64, 101, 12, , 9
2019-07-18, 157, 59, 60, 14, , 7
2019-07-19, 143, 56, 41, 15, , 6
2019-07-20, 139, 65, 116, 13, , 8
2019-07-21, 153, 90, 45, 25, , 11
2019-07-22, 168, 38, 85, 8, , 5
2019-07-23, 86, 60, 100, 15, , 7
2019-07-24, 89, 53, 105, 17, , 5
2019-07-25, 70, 58, 123, 11, , 6
2019-07-26, 103, 75, 124, 14, 2, 8
2019-07-27, 163, 53, 94, 7, 1, 8
2019-07-28, 137, 15, 38, 10, 1, 4
2019-07-29, 51, 44, 90, 9, , 6
2019-07-30, 91, 42, 115, 14, 1, 5
2019-07-31, 72, 54, 117, 10, , 6
2019-08-01, 84, 44, 65, 11, 1, 7
2019-08-02, 94, 44, 97, 14, 1, 6
2019-08-03, 112, 48, 56, 14, , 8
2019-08-04, 115, 36, 44, 11, 1, 7
2019-08-05, 107, 53, 71, 13, 1, 6
2019-08-06, 132, 32, 88, 11, 1, 5
2019-08-07, 72, 50, 98, 17, , 7
2019-08-08, 110, 49, 65, 9, 1, 6
2019-08-09, 118, 29, 51, 12, 1, 6
2019-08-10, 82, 22, 14, 11, , 5
2019-08-11, 56, 22, 32, 8, , 3
2019-08-12, 32, 19, 36, 9, , 3
2019-08-13, 26, 31, 40, 15, , 4
2019-08-14, 82, 46, 97, 17, , 5
2019-08-15, 63, 22, 33, 7, , 2
2019-08-16, 30, 26, 36, 12, , 2
2019-08-17, 38, 47, 79, 16, , 4
2019-08-18, 59, 68, 106, 18, 1, 7
2019-08-19, 110, 59, 38, 16, 1, 7
2019-08-20, 125, 29, 44, 12, , 5
2019-08-21, 94, 34, 38, 18, 1, 5
2019-08-22, 58, 32, 37, 17, , 4
2019-08-23, 45, 46, 79, 16, , 4
2019-08-24, 61, 48, 74, 16, 1, 6
2019-08-25, 81, 74, 57, 18, 1, 8
2019-08-26, 165, 42, 42, 18, , 5
2019-08-27, 81, 24, 29, 8, , 1
2019-08-28, 19, 15, 32, 6, , 1
2019-08-29, 17, 22, 42, 10, , 2
2019-08-30, 30, 37, 78, 13, 1, 2
2019-08-31, 51, 48, 85, 16, 1, 4
2019-09-01, 68, 54, 104, 16, 1, 4
2019-09-02, 80, 69, 127, 22, 1, 7
2019-09-03, 136, 64, 111, 23, 2, 7
2019-09-04, 137, 62, 113, 18, 1, 6
2019-09-05, 119, 69, 130, 21, 1, 6
2019-09-06, 135, 66, 119, 23, , 6
2019-09-07, 125, 61, 112, 20, 1, 6
2019-09-08, 106, 88, 118, 16, 4, 14
2019-09-09, 160, 16, 28, 9, , 4
2019-09-10, 40, 32, 20, 17, 5, 7
2019-09-11, 67, 33, 33, 11, 1, 5
2019-09-12, 70, 37, 32, 10, , 4
2019-09-13, 80, 30, 48, 14, , 3
2019-09-14, 53, 55, 70, 20, 1, 5
2019-09-15, 101, 47, 54, 15, 2, 5
2019-09-16, 69, 56, 75, 14, 1, 6
2019-09-17, 129, 26, 38, 9, 1, 2
2019-09-18, 30, 60, 46, 21, 2, 6
2019-09-19, 85, 64, 65, 21, 1, 6
2019-09-20, 111, 74, 104, 23, 3, 12
2019-09-21, 143, 64, 101, 16, 2, 11
2019-09-22, 159, 48, 49, 18, 1, 6
2019-09-23, 94, 31, 53, 16, 1, 4
2019-09-24, 51, 48, 81, 21, 1, 6
2019-09-25, 79, 57, 96, 23, 1, 7
2019-09-26, 112, 51, 79, 14, 1, 9
2019-09-27, 131, 63, 99, 17, 1, 8
2019-09-28, 150, 67, 102, 20, 1, 8
2019-09-29, 182, 79, 93, 20, 2, 10
2019-09-30, 160, 65, , 11, 2, 8
2019-10-01, 128, 60, 82, 11, 2, 9
2019-10-02, 140, 69, 116, 14, 1, 7
2019-10-03, 148, 29, 22, 5, , 3
2019-10-04, 46, 16, 30, 8, 1, 1
2019-10-05, 31, 37, 19, 17, , 3
2019-10-06, 80, 54, 31, 18, , 5
2019-10-07, 127, 25, 26, 9, 1, 1
2019-10-08, 34, 55, 35, 21, 2, 5
2019-10-09, 94, 46, 23, 14, , 5
2019-10-10, 131, 50, 17, 21, 2, 7
2019-10-11, 114, 63, 6, 27, 12, 14
2019-10-12, 95, 49, 8, 20, 3, 8
2019-10-13, 80, 19, 23, 11, 1, 2
2019-10-14, 42, 33, 19, 18, 1, 3
2019-10-15, 66, 40, 13, 21, 1, 5
2019-10-16, 89, 52, 3, 24, , 8
2019-10-17, 154, , 25, 20, 1, 7
2019-10-18, 156, 67, 15, 33, 1, 12
2019-10-19, 201, 100, 25, 22, 1, 8
2019-10-20, 154, 46, 18, 20, 1, 4
2019-10-21, 63, 82, 19, 32, 2, 10
2019-10-22, 124, 93, 38, 37, 2, 11
2019-10-23, 166, 75, 17, 32, 1, 12
2019-10-24, 163, 19, 21, 11, , 4
2019-10-25, 71, 50, 16, 23, 2, 6
2019-10-26, 98, 69, 17, 28, 2, 7
2019-10-27, 145, 148, 23, 11, 1, 2
2019-10-28, 90, 71, 20, 26, 2, 6
2019-10-29, 104, 86, 10, 37, 2, 8
2019-10-30, 153, 72, 31, 32, 2, 12
2019-10-31, 121, 59, 17, 24, 4, 8
2019-11-01, 90, 46, 13, 24, 1, 6
2019-11-02, 82, 48, 14, 16, 2, 5
2019-11-03, 97, 59, 15, 24, 1, 8
2019-11-04, 139, 52, 17, 20, 2, 7
2019-11-05, 118, 62, 6, 30, 1, 7
2019-11-06, 119, 44, 18, 18, 2, 5
2019-11-07, 82, 66, 11, 28, 2, 8
2019-11-08, 121, 71, 12, 34, 2, 11
2019-11-09, 162, 77, 24, 12, , 5
2019-11-10, 99, 49, 22, 20, 1, 5
2019-11-11, 69, 73, 9, 36, 4, 9
2019-11-12, 143, 52, 25, 6, , 2
2019-11-13, 47, 53, 10, 24, 3, 6
2019-11-14, 87, 62, 9, 23, 3, 8
2019-11-15, 101, 67, 5, 23, 6, 12
2019-11-16, 135, 142, 21, 17, 4, 9
2019-11-17, 139, 76, 21, 8, 1, 2
2019-11-18, 71, 51, 22, 13, 1, 4
2019-11-19, 71, 91, 5, 36, 5, 10
2019-11-20, 156, 109, 1, 38, 6, 16
2019-11-21, 173, 117, 1, 44, 7, 24
2019-11-22, 198, 103, 24, 34, 5, 16
2019-11-23, 197, 30, 26, 5, 1, 2
2019-11-24, 42, 28, 12, 14, 2, 3
2019-11-25, 55, 66, 3, 30, 4, 8
2019-11-26, 125, 23, 22, 14, 2, 2
2019-11-27, 36, 67, 5, 30, 7, 9
2019-11-28, 125, 65, 4, 30, 5, 9
2019-11-29, 143, 22, 24, 14, 2, 5
2019-11-30, 121, 29, 24, 8, 2, 3
2019-12-01, 52, 24, 21, 11, 1, 2
2019-12-02, 43, 42, 27, 21, 2, 4
2019-12-03, 63, 31, 27, 18, 2, 3
2019-12-04, 53, 38, 23, 19, 3, 6
2019-12-05, 76, 64, 8, 28, 2, 9
2019-12-06, 131, 60, 11, 30, 2, 8
2019-12-07, 137, 104, 2, 36, 2, 16
2019-12-08, 212, 125, 4, 41, 1, 19
2019-12-09, 237, 90, 22, 25, 1, 14
2019-12-10, 154, 18, 22, 13, , 2
2019-12-11, 37, 35, 14, 21, 1, 6
2019-12-12, 65, 47, 25, 20, 3, 8
2019-12-13, 82, 26, 16, 22, 1, 4
2019-12-14, 61, 66, 2, 33, 6, 13
2019-12-15, 145, 60, 2, 31, 1, 13
2019-12-16, 160, 19, 22, 5, 1, 2
2019-12-17, 45, 27, 13, 19, , 4
2019-12-18, 64, 26, 21, 10, 1, 3
2019-12-19, 52, 35, 9, 26, 1, 5
2019-12-20, 64, 56, 6, 30, 3, 9
2019-12-21, 130, 69, 19, 35, 5, 13
2019-12-22, 157, 47, 17, 20, 2, 9
2019-12-23, 108, 65, 9, 25, 2, 11
2019-12-24, 164, 51, 18, 19, 2, 10
2019-12-25, 128, 42, 20, 14, 1, 3
2019-12-26, 61, 73, 6, 31, 2, 9
2019-12-27, 117, 85, 4, 34, 6, 15
2019-12-28, 152, 82, 24, 30, 4, 15
2019-12-29, 156, , , , , 
2019-12-31, , 46, 6, 23, 2, 8
2020-01-01, 93, 64, 5, 31, 4, 10
2020-01-02, 132, 51, 9, 32, 3, 11
2020-01-03, 124, 45, 23, 27, 3, 9
2020-01-04, 98, 63, 5, 32, 5, 12
2020-01-05, 152, 21, 20, 25, 2, 9
2020-01-06, 149, 19, 23, 11, 2, 3
2020-01-07, 57, 24, 27, 14, 1, 4
2020-01-08, 63, 32, 16, 24, 2, 6
2020-01-09, 127, 33, 27, 18, 3, 5
2020-01-10, 83, 20, 22, 12, 1, 2
2020-01-11, 47, 27, 23, 16, 4, 3
2020-01-12, 67, 22, 27, 7, 2, 3
2020-01-13, 51, 26, 22, 15, 1, 3
2020-01-14, 62, 54, 11, 28, 4, 8
2020-01-15, 127, 48, 24, 23, 4, 9
2020-01-16, 107, 73, 10, 34, 7, 14
2020-01-17, 165, 119, 32, 34, 2, 21
2020-01-18, 251, 58, 28, 10, 1, 4
2020-01-19, 94, 26, 26, 8, 1, 2
2020-01-20, 40, 54, 19, 20, 4, 8
2020-01-21, 132, 60, 16, 25, 5, 10
2020-01-22, 158, 51, 31, 18, 3, 9
2020-01-23, 126, 62, 32, 8, 3, 5
2020-01-24, 154, 99, 30, 14, 4, 8
2020-01-25, 206, 108, 31, 20, 7, 15
2020-01-26, 231, , 32, 20, 8, 19
2020-01-27, 235, , 48, 21, 7, 19
2020-01-28, 245, 38, 33, 16, 5, 11
2020-01-29, 154, 50, 35, 15, 3, 8
2020-01-30, 133, 41, 33, 16, 2, 8
2020-01-31, 120, 14, 31, 3, , 2
2020-02-01, 30, 25, 28, 4, , 3
2020-02-02, 85, 24, 29, 6, , 2
2020-02-03, 79, 19, 29, 6, 1, 2
2020-02-04, 38, 33, 20, 10, 1, 5
2020-02-05, 87, 31, 15, 10, 2, 9
2020-02-06, 119, 2, 16, 15, 1, 9
2020-02-07, 160, 24, 30, 16, 3, 9
2020-02-08, 127, , 23, 22, 1, 12
2020-02-09, 193, , 35, 25, 1, 13
2020-02-10, 195, , 41, 28, 5, 22
2020-02-11, 244, , 50, 27, 2, 22
2020-02-12, 253, , 17, 27, 1, 21
2020-02-13, 261, , 26, 7, , 8
2020-02-14, 112, 11, 30, 2, , 1
2020-02-15, 29, 7, 31, 2, , 1
2020-02-16, 18, 12, 31, 5, , 1
2020-02-17, 27, 21, 28, 17, 1, 2
2020-02-18, 55, 32, 28, 20, 4, 9
2020-02-19, 126, , 28, 12, 4, 11
2020-02-20, 176, 84, 34, 11, 1, 6
2020-02-21, 135, 14, 34, 4, , 1
2020-02-22, 25, 47, 22, 18, 1, 5
2020-02-23, 110, 73, 27, 17, 4, 9
2020-02-24, 150, 60, 30, 11, 5, 7
2020-02-25, 127, 36, 37, 8, 2, 3
2020-02-26, 94, 31, 25, 11, 1, 3
2020-02-27, 79, 45, 34, 11, , 4
2020-02-28, 138, , 9, 15, , 11
2020-02-29, 167, 16, 30, 10, , 9
2020-03-01, 72, 25, 28, 13, 1, 4
2020-03-02, 80, 15, 29, 6, 1, 4
2020-03-03, 99, 15, 31, 4, 1, 1
