date, pm25, pm10, o3, no2, so2, co
2020-03-04, 47, 44, 35, 12, 1, 4
2020-03-05, 110, 67, 27, 22, 2, 7
2020-03-06, 168, 43, 39, 9, 1, 5
2020-03-07, 135, , 19, 13, 1, 9
2020-03-08, 171, 28, 28, 12, 1, 7
2020-03-09, 129, 30, 32, 8, 1, 2
2020-03-10, 52, 45, 25, 22, 2, 4
2020-03-11, 92, 38, 34, 14, 2, 5
2020-03-12, 74, 22, 32, 6, , 2
2020-03-13, 42, 35, 35, 5, 1, 1
2020-03-14, 36, 32, 37, 4, , 1
2020-03-15, 34, 60, 32, 10, 1, 3
2020-03-16, 87, 55, 42, 17, 1, 5
2020-03-17, 100, 108, 35, 18, 2, 6
2020-03-18, 119, 47, 37, 3, , 2
2020-03-19, 39, 60, 34, 17, 2, 3
2020-03-20, 94, 73, 38, 10, 4, 3
2020-03-21, 86, 60, 47, 10, 2, 3
2020-03-22, 98, 58, 36, 16, 2, 3
2020-03-23, 102, 57, 40, 18, 7, 8
2020-03-24, 121, 73, 54, 27, 6, 9
2020-03-25, 192, 25, 31, 4, 1, 3
2020-03-26, 39, 25, 33, 4, 1, 2
2020-03-27, 17, 26, 32, 8, , 1
2020-03-28, 37, 63, 42, 17, 3, 4
2020-03-29, 122, 69, 42, 16, 3, 6
2020-03-30, 156, 62, 45, 12, 2, 3
2020-03-31, 151, 21, 35, 4, , 1
2020-04-01, 35, 35, 35, 10, 1, 2
2020-04-02, 60, 38, 40, 11, 1, 2
2020-04-03, 63, 113, 38, 5, 1, 2
2020-04-04, 83, 67, 43, 14, 2, 4
2020-04-05, 86, 93, 55, 26, 3, 5
2020-04-06, 152, 83, 37, 21, 3, 5
2020-04-07, 126, 53, 33, 15, 3, 4
2020-04-08, 76, 46, 38, 8, 1, 4
2020-04-09, 103, 47, 53, 11, , 3
2020-04-10, 117, 39, 43, 9, , 3
2020-04-11, 79, 45, 44, 6, , 1
2020-04-12, 69, 60, 44, 17, 1, 4
2020-04-13, 88, 81, 82, 23, 3, 5
2020-04-14, 153, 74, 77, 13, 2, 4
2020-04-15, 151, 66, 43, 5, , 3
2020-04-16, 83, 40, 58, 6, , 3
2020-04-17, 80, 43, 56, 10, , 2
2020-04-18, 100, 49, 74, 8, , 3
2020-04-19, 122, 30, 38, 2, , 1
2020-04-20, 39, 33, 35, 2, , 1
2020-04-21, 40, 22, 36, 2, , 1
2020-04-22, 36, 20, 36, 3, , 1
2020-04-23, 35, 98, 41, 6, , 1
2020-04-24, 65, 53, 39, 3, , 1
2020-04-25, 55, 32, 40, 11, , 2
2020-04-26, 94, 60, 58, 14, 2, 10
2020-04-27, 141, 82, 100, 18, 3, 6
2020-04-28, 157, 84, 115, 12, 3, 5
2020-04-29, 150, 93, 142, 25, 5, 9
2020-04-30, 185, 95, 146, 25, 3, 11
2020-05-01, 189, 65, 101, 8, 1, 5
2020-05-02, 149, 58, 38, 12, 2, 10
2020-05-03, 143, 49, 21, 11, 2, 6
2020-05-04, 109, 48, 33, 12, , 5
2020-05-05, 150, 53, 92, 15, 1, 6
2020-05-06, 160, 61, 36, 16, 4, 12
2020-05-07, 160, 26, 40, 8, , 8
2020-05-08, 107, 42, 26, 11, , 5
2020-05-09, 100, 52, 35, 9, , 4
2020-05-10, 72, 101, 42, 4, , 1
2020-05-11, 54, 87, 43, 5, , 1
2020-05-12, 63, 124, 86, 16, 2, 5
2020-05-13, 108, 70, 91, 11, 1, 5
2020-05-14, 95, 49, 45, 10, , 5
2020-05-15, 115, 55, 29, 13, , 6
2020-05-16, 124, 65, 31, 17, , 2
2020-05-17, 66, 42, 36, 5, , 1
2020-05-18, 41, 46, 65, 11, , 2
2020-05-19, 68, 42, 109, 10, 1, 4
2020-05-20, 69, 69, 56, 13, 3, 13
2020-05-21, 163, 41, 73, 9, , 8
2020-05-22, 124, 19, 36, 6, , 2
2020-05-23, 26, 21, 53, 9, 1, 2
2020-05-24, 39, 30, 33, 13, , 2
2020-05-25, 43, 22, 50, 9, , 2
2020-05-26, 41, 20, 44, 6, , 2
2020-05-27, 34, 60, 100, 18, 2, 7
2020-05-28, 112, 67, 117, 14, 5, 11
2020-05-29, 150, 60, 87, 12, 3, 9
2020-05-30, 129, 17, 37, 8, , 2
2020-05-31, 56, 54, 90, 17, 1, 4
2020-06-01, 78, 55, 77, 13, , 3
2020-06-02, 80, 154, 85, 18, , 3
2020-06-03, 127, 39, 55, 13, 1, 2
2020-06-04, 42, 36, 81, 7, 2, 4
2020-06-05, 54, 50, 113, 12, 3, 6
2020-06-06, 80, 71, 146, 13, 3, 6
2020-06-07, 96, 84, 104, 13, 2, 5
2020-06-08, 134, 72, 55, 10, 3, 7
2020-06-09, 118, 63, 106, 8, , 8
2020-06-10, 139, 67, 94, 16, 1, 7
2020-06-11, 137, 47, 130, 10, , 6
2020-06-12, 97, 71, 107, 15, 1, 7
2020-06-13, 126, 23, 68, 4, , 2
2020-06-14, 31, 47, 84, 11, , 2
2020-06-15, 58, 81, 121, 12, 6, 9
2020-06-16, 110, 57, 75, 6, 1, 3
2020-06-17, 64, 47, 90, 9, , 4
2020-06-18, 81, 44, 100, 7, , 3
2020-06-19, 77, 60, 117, 6, 1, 5
2020-06-20, 108, 57, 106, 8, 1, 4
2020-06-21, 92, 66, 107, 10, 1, 6
2020-06-22, 129, 54, 103, 9, 1, 7
2020-06-23, 128, 29, 75, 5, , 4
2020-06-24, 70, 39, 72, 9, , 6
2020-06-25, 101, 37, 89, 8, , 5
2020-06-26, 90, 63, 121, 11, 1, 9
2020-06-27, 163, 45, 104, 7, 1, 8
2020-06-28, 133, 39, 53, 12, , 5
2020-06-29, 93, 30, 74, 7, , 3
2020-06-30, 63, 53, 115, 14, , 5
2020-07-01, 86, 38, 83, 6, 1, 7
2020-07-02, 93, 40, 54, 7, , 9
2020-07-03, 131, 42, 87, 8, 1, 5
2020-07-04, 118, 33, 82, 11, , 4
2020-07-05, 77, 30, 97, 7, 1, 4
2020-07-06, 65, 28, 91, 8, 1, 3
2020-07-07, 57, 46, 100, 10, 2, 6
2020-07-08, 105, 40, 44, 7, 1, 6
2020-07-09, 98, 51, 47, 9, , 7
2020-07-10, 137, , 37, 12, , 10
2020-07-11, 169, 77, 72, 13, 1, 11
2020-07-12, 172, 44, 67, 10, , 9
2020-07-13, 132, 44, 77, 10, , 6
2020-07-14, 102, 45, 84, 10, , 5
2020-07-15, 110, 55, 98, 9, , 6
2020-07-16, 129, 53, 64, 8, , 5
2020-07-17, 129, 41, 46, 7, , 6
2020-07-18, 120, 35, 49, 10, , 5
2020-07-19, 92, 59, 116, 15, 1, 7
2020-07-20, 116, 55, 87, 10, , 5
2020-07-21, 100, 52, 107, 13, 2, 7
2020-07-22, 118, 48, 95, 16, 1, 6
2020-07-23, 101, 38, 96, 12, , 4
2020-07-24, 81, 57, 98, 20, , 5
2020-07-25, 86, 32, 50, 7, , 4
2020-07-26, 80, , 42, 10, , 8
2020-07-27, 150, 21, 63, 12, , 10
2020-07-28, 151, 54, 93, 10, , 8
2020-07-29, 151, 47, 83, 11, 1, 7
2020-07-30, 144, 54, 81, 12, , 7
2020-07-31, 120, 40, 62, 13, , 7
2020-08-01, 111, 35, 86, 10, , 4
2020-08-02, 64, 37, 91, 10, , 4
2020-08-03, 68, 46, 79, 14, 1, 4
2020-08-04, 72, 59, 37, 16, , 7
2020-08-05, 109, 46, 78, 12, 1, 7
2020-08-06, 106, 34, 73, 9, 1, 6
2020-08-07, 74, 38, 81, 9, , 5
2020-08-08, 74, 38, 87, 7, , 4
2020-08-09, 70, 28, 75, 7, , 3
2020-08-10, 59, 53, 106, 9, , 5
2020-08-11, 102, 41, 47, 11, , 6
2020-08-12, 100, 24, 53, 6, , 6
2020-08-13, 53, 47, 90, 10, , 6
2020-08-14, 96, 51, 44, 11, , 6
2020-08-15, 109, 44, 35, 11, , 6
2020-08-16, 115, 43, 34, 11, , 7
2020-08-17, 125, 23, 27, 12, 1, 6
2020-08-18, 90, 23, 23, 11, , 3
2020-08-19, 41, 30, 31, 11, , 5
2020-08-20, 72, 42, 64, 11, , 5
2020-08-21, 77, 55, 69, 12, , 5
2020-08-22, 112, 61, 71, 11, , 7
2020-08-23, 141, 20, 47, 5, , 3
2020-08-24, 42, 47, 97, 16, , 4
2020-08-25, 71, 65, 78, 19, 4, 15
2020-08-26, 137, 50, 50, 14, 1, 9
2020-08-27, 112, 37, 73, 9, , 4
2020-08-28, 62, 66, 73, 16, , 8
2020-08-29, 142, 53, 72, 10, , 9
2020-08-30, 135, 31, 21, 11, , 4
2020-08-31, 57, 28, 37, 11, , 4
2020-09-01, 52, 30, 31, 9, , 3
2020-09-02, 54, 19, 25, 8, , 3
2020-09-03, 32, 38, 42, 15, , 4
2020-09-04, 58, 52, 75, 15, 1, 4
2020-09-05, 84, 74, 115, 18, 2, 10
2020-09-06, 154, 28, 44, 9, 1, 4
2020-09-07, 64, 18, 28, 12, , 2
2020-09-08, 33, 22, 33, 13, 1, 3
2020-09-09, 37, 20, 20, 10, , 2
2020-09-10, 30, 14, 17, 8, , 4
2020-09-11, 27, 21, 33, 8, , 4
2020-09-12, 46, 38, 48, 13, , 5
2020-09-13, 78, 49, 41, 10, , 5
2020-09-14, 130, 22, 31, 11, , 7
2020-09-15, 101, 18, 21, 6, , 2
2020-09-16, 29, 20, 27, 11, , 3
2020-09-17, 30, 25, 29, 16, 1, 4
2020-09-18, 46, 38, 69, 17, , 4
2020-09-19, 57, 27, 40, 12, , 3
2020-09-20, 45, 50, 76, 18, 2, 6
2020-09-21, 112, 43, 36, 18, 1, 5
2020-09-22, 84, 51, 29, 18, 1, 10
2020-09-23, 114, 26, 47, 13, , 6
2020-09-24, 97, 44, 60, 19, , 7
2020-09-25, 122, 60, 81, 21, , 7
2020-09-26, 151, 55, 72, 22, , 7
2020-09-27, 155, 70, 73, 22, 1, 8
2020-09-28, 167, 18, 26, 9, , 4
2020-09-29, 62, 30, 23, 13, , 3
2020-09-30, 67, 51, 24, 15, , 5
2020-10-01, 134, 21, 24, 6, , 1
2020-10-02, 29, 40, 31, 15, 3, 4
2020-10-03, 76, 16, 21, 4, , 1
2020-10-04, 26, 18, 25, 10, , 1
2020-10-05, 31, 46, 26, 18, 2, 4
2020-10-06, 86, 72, 28, 29, 2, 8
2020-10-07, 150, 72, 14, 36, 1, 8
2020-10-08, 164, 84, 40, 37, 1, 9
2020-10-09, 179, 79, 61, 25, 1, 9
2020-10-10, 197, 25, 25, 12, , 4
2020-10-11, 85, 26, 22, 12, , 1
2020-10-12, 41, 39, 28, 16, 1, 2
2020-10-13, 55, 35, 16, 15, 2, 4
2020-10-14, 41, 58, 15, 23, 1, 7
2020-10-15, 112, 23, 26, 14, , 3
2020-10-16, 58, 48, 24, 20, 1, 3
2020-10-17, 63, 62, 25, 26, 2, 6
2020-10-18, 96, 70, 25, 29, 1, 9
2020-10-19, 136, 96, 14, 41, 1, 10
2020-10-20, 191, 107, 25, 13, , 3
2020-10-21, 107, 52, 25, 11, , 2
2020-10-22, 48, 29, 27, 12, , 2
2020-10-23, 39, 59, 25, 22, 2, 5
2020-10-24, 92, 97, 23, 39, 3, 9
2020-10-25, 168, 93, 30, 32, 2, 8
2020-10-26, 160, 43, 24, 11, 1, 2
2020-10-27, 36, 49, 20, 22, 1, 3
2020-10-28, 64, 70, 15, 30, 1, 6
2020-10-29, 114, 65, 27, 26, 1, 6
2020-10-30, 142, 149, 21, 27, , 5
2020-10-31, 163, 57, 24, 10, , 2
2020-11-01, 58, 46, 23, 10, , 2
2020-11-02, 35, 34, 19, 16, , 2
2020-11-03, 49, 72, 6, 33, 2, 7
2020-11-04, 121, 99, 9, 46, 2, 12
2020-11-05, 176, 98, 25, 35, , 9
2020-11-06, 152, 97, 26, 12, 1, 5
2020-11-07, 90, 36, 20, 13, 1, 3
2020-11-08, 50, 50, 16, 24, 1, 5
2020-11-09, 77, 65, 13, 29, 2, 8
2020-11-10, 115, 115, 4, 54, 4, 14
2020-11-11, 193, 86, 22, 35, 2, 10
2020-11-12, 144, 45, 18, 21, 2, 5
2020-11-13, 67, 74, 2, 33, 1, 9
2020-11-14, 133, 79, 11, 33, 2, 13
2020-11-15, 170, 88, 9, 36, 4, 16
2020-11-16, 179, 93, 5, 23, 1, 17
2020-11-17, 182, , 16, 15, , 11
2020-11-18, 111, 16, 20, 7, , 3
2020-11-19, 41, 20, 23, 10, , 2
2020-11-20, 41, 58, 20, 21, , 5
2020-11-21, 93, 15, 21, 5, , 2
2020-11-22, 43, 29, 18, 13, 2, 3
2020-11-23, 55, 42, 11, 24, 2, 4
2020-11-24, 94, 39, 24, 19, 1, 4
2020-11-25, 81, 37, 13, 23, 1, 6
2020-11-26, 65, 30, 24, 10, 1, 5
2020-11-27, 61, 25, 21, 11, , 1
2020-11-28, 51, 33, 21, 15, 2, 3
2020-11-29, 64, 32, 19, 14, 1, 2
2020-11-30, 67, 41, 14, 20, 1, 3
2020-12-01, 85, 37, 24, 14, 2, 3
2020-12-02, 70, 20, 25, 9, 1, 2
2020-12-03, 42, 18, 24, 9, 2, 2
2020-12-04, 40, 36, 17, 22, 3, 4
2020-12-05, 79, 53, 23, 20, 2, 5
2020-12-06, 110, 28, 22, 7, 1, 2
2020-12-07, 40, 37, 14, 21, 3, 5
2020-12-08, 75, 74, 4, 32, 2, 9
2020-12-09, 137, 78, 5, 37, 2, 12
2020-12-10, 154, 54, 14, 27, 2, 6
2020-12-11, 99, 78, 21, 29, 2, 13
2020-12-12, 157, 29, 23, 4, 1, 2
2020-12-13, 43, 26, 20, 9, 1, 3
2020-12-14, 47, 39, 11, 19, 1, 3
2020-12-15, 60, 40, 17, 16, 2, 3
2020-12-16, 73, 62, 4, 30, 2, 8
2020-12-17, 117, 27, 25, 9, 2, 2
2020-12-18, 47, 45, 10, 26, 2, 4
2020-12-19, 83, 43, 23, 22, 3, 5
2020-12-20, 86, 47, 13, 30, 2, 6
2020-12-21, 100, 66, 7, 35, 2, 8
2020-12-22, 135, 95, 28, 16, 3, 5
2020-12-23, 111, 55, 25, 13, 1, 2
2020-12-24, 70, 74, 10, 31, 3, 7
2020-12-25, 113, 80, 4, 30, 5, 12
2020-12-26, 139, 77, 9, 29, 3, 13
2020-12-27, 156, 69, 26, 17, 4, 8
2020-12-28, 136, 51, 24, 4, , 2
2020-12-29, 39, 32, 24, 6, , 2
2020-12-30, 30, 33, 20, 13, 1, 2
2020-12-31, 47, 58, 7, 28, 2, 4
2021-01-01, 89, 63, 15, 23, 3, 11
2021-01-02, 140, 32, 16, 18, 1, 2
2021-01-03, 58, 40, 27, 15, 1, 4
2021-01-04, 55, 30, 21, 11, 1, 3
2021-01-05, 52, 65, 24, 5, 1, 2
2021-01-06, 54, 31, 25, 7, 1, 5
2021-01-07, 44, 29, 26, 5, 1, 1
2021-01-08, 40, 36, 29, 7, 1, 1
2021-01-09, 43, 23, 27, 7, 1, 1
2021-01-10, 38, 55, 25, 11, 2, 2
2021-01-11, 73, 99, 9, 28, 2, 7
2021-01-12, 124, 184, 28, 16, 1, 5
2021-01-13, 140, 74, 14, 17, 3, 9
2021-01-14, 133, 97, 30, 10, 1, 4
2021-01-15, 113, 31, 29, 6, 1, 1
2021-01-16, 45, 49, 21, 10, 1, 2
2021-01-17, 64, 56, 24, 13, 1, 3
2021-01-18, 68, 49, 17, 15, 1, 5
2021-01-19, 98, 56, 18, 17, 2, 7
2021-01-20, 139, 74, 9, 31, 3, 11
2021-01-21, 165, 77, 14, 25, 5, 11
2021-01-22, 154, 68, 14, 27, 2, 11
2021-01-23, 149, 77, 16, 30, 2, 12
2021-01-24, 173, 89, 2, 37, , 14
2021-01-25, 191, 65, 27, 21, 1, 10
2021-01-26, 161, 58, 28, 21, 2, 8
2021-01-27, 104, 51, 32, 4, , 1
2021-01-28, 41, 55, 15, 19, 1, 5
2021-01-29, 80, 67, 18, 24, 3, 8
2021-01-30, 118, 64, 14, 14, 1, 9
2021-01-31, 152, 43, 29, 8, 1, 3
2021-02-01, 62, 38, 26, 8, 1, 3
2021-02-02, 59, 51, 30, 15, 1, 5
2021-02-03, 70, 58, 25, 17, 2, 5
2021-02-04, 115, 65, 22, 28, 3, 9
2021-02-05, 142, 88, 34, 16, 2, 5
2021-02-06, 106, 44, 32, 7, 1, 3
2021-02-07, 80, 45, 31, 15, 1, 4
2021-02-08, 109, 67, 34, 24, 2, 8
2021-02-09, 161, 70, 44, 23, 4, 10
2021-02-10, 169, 100, 35, 25, 4, 17
2021-02-11, 239, 139, 50, 17, 5, 15
2021-02-12, 273, 132, 13, 21, 2, 22
2021-02-13, 259, 133, 35, 12, , 13
2021-02-14, 165, 46, 33, 4, , 2
2021-02-15, 46, 34, 34, 1, 1, 1
2021-02-16, 36, 16, 31, 4, , 1
2021-02-17, 39, 36, 24, 13, 2, 5
2021-02-18, 88, 56, 26, 28, 2, 9
2021-02-19, 130, 75, 22, 34, 2, 10
2021-02-20, 132, 121, 32, 23, 3, 8
2021-02-21, 146, 57, 35, 9, 2, 3
2021-02-22, 85, 48, 23, 10, , 4
2021-02-23, 83, 47, 24, 15, 1, 7
2021-02-24, 122, 70, 34, 21, 1, 9
2021-02-25, 166, 93, 46, 25, 2, 13
2021-02-26, 194, 71, 48, 20, 3, 9
2021-02-27, 180, 83, 23, 25, 1, 9
2021-02-28, 169, 23, 30, 8, 1, 3
2021-03-01, 77, 66, 17, 10, , 6
2021-03-02, 144, 65, 13, 23, , 9
2021-03-03, 184, 96, 16, 28, , 12
2021-03-04, 209, 48, 21, 24, 1, 12
2021-03-05, 179, 47, 22, 13, 1, 4
2021-03-06, 76, 62, 22, 20, , 5
2021-03-07, 135, 67, 25, 29, 1, 7
2021-03-08, 163, 84, 36, 31, 2, 9
2021-03-09, 201, , 41, 38, 2, 12
2021-03-10, 242, 66, 43, 23, 1, 7
2021-03-11, 180, , 26, 20, , 8
2021-03-12, 180, , 39, 18, 1, 9
2021-03-13, 183, 100, 24, 31, , 9
2021-03-14, 200, 886, 30, 10, , 3
2021-03-15, 301, 142, 29, 10, , 3
2021-03-16, 97, 191, 17, 26, 2, 5
2021-03-17, 150, 96, 27, 19, 2, 6
2021-03-18, 149, 68, 24, 19, 1, 7
2021-03-19, 155, 68, 32, 10, , 4
2021-03-20, 96, 32, 33, 7, , 1
2021-03-21, 37, 148, 32, 16, 1, 2
2021-03-22, 93, 92, 35, 25, 2, 4
2021-03-23, 121, 119, 37, 20, 1, 3
2021-03-24, 126, 87, 51, 26, 2, 4
2021-03-25, 132, 115, 11, 50, 1, 10
2021-03-26, 208, 86, 38, 26, , 10
2021-03-27, 206, 539, 35, 13, , 5
2021-03-28, 207, 98, 33, 11, , 1
2021-03-29, 71, 167, 41, 23, 2, 4
2021-03-30, 140, 123, 38, 25, 1, 5
2021-03-31, 129, 115, 47, 26, 5, 11
2021-04-01, 161, 51, 37, 12, , 3
2021-04-02, 94, 28, 35, 12, , 2
2021-04-03, 52, 27, 37, 14, , 1
2021-04-04, 28, 61, 43, 18, 1, 3
2021-04-05, 104, 55, 46, 19, , 3
2021-04-06, 98, 70, 43, 22, 1, 4
2021-04-07, 120, 57, 53, 17, 1, 3
2021-04-08, 94, 61, 41, 18, 3, 5
2021-04-09, 114, 75, 54, 21, 4, 8
2021-04-10, 153, 70, 50, 14, 1, 4
2021-04-11, 132, 70, 31, 18, 1, 6
2021-04-12, 108, 27, 35, 6, , 1
2021-04-13, 32, 70, 38, 16, 1, 2
2021-04-14, 97, 245, 38, 13, 3, 3
2021-04-15, 149, 121, 31, 6, , 2
2021-04-16, 111, 34, 34, 8, , 1
2021-04-17, 36, 71, 45, 20, 1, 2
2021-04-18, 91, 100, 73, 22, 1, 5
2021-04-19, 151, 86, 75, 22, 1, 5
2021-04-20, 126, 62, 47, 24, , 5
2021-04-21, 99, 40, 37, 17, , 5
2021-04-22, 101, 36, 42, 14, , 4
2021-04-23, 76, 39, 43, 14, , 4
2021-04-24, 80, 56, 46, 16, , 5
2021-04-25, 133, 56, 59, 16, 1, 4
2021-04-26, 110, 83, 36, 13, , 3
2021-04-27, 90, 57, 39, 9, 1, 1
2021-04-28, 54, 63, 39, 15, , 2
2021-04-29, 68, 39, 30, 15, , 2
2021-04-30, 60, 33, 32, 13, , 2
2021-05-01, 47, 43, 41, 12, , 1
2021-05-02, 51, 64, 61, 13, 2, 4
2021-05-03, 104, 57, 38, 7, , 1
2021-05-04, 56, 79, 49, 10, , 2
2021-05-05, 86, 277, 40, 9, 1, 2
2021-05-06, 168, 129, 40, 5, 1, 2
2021-05-07, 120, 132, 37, 12, , 1
2021-05-08, 122, 56, 53, 21, 1, 4
2021-05-09, 91, 55, 51, 20, 1, 4
2021-05-10, 81, 44, 72, 14, 1, 6
2021-05-11, 83, 52, 72, 22, 1, 3
2021-05-12, 62, 65, 55, 19, 3, 9
2021-05-13, 146, 60, 43, 14, , 10
2021-05-14, 115, 36, 30, 9, , 4
2021-05-15, 45, 27, 38, 9, , 1
2021-05-16, 16, 47, 49, 19, , 3
2021-05-17, 54, 64, 58, 21, 1, 5
2021-05-18, 82, 65, 93, 12, 2, 5
2021-05-19, 104, 63, 76, 8, 1, 4
2021-05-20, 115, 64, 101, 11, , 6
2021-05-21, 113, 69, 107, 13, 1, 5
2021-05-22, 91, 136, 34, 7, , 1
2021-05-23, 116, 54, 33, 8, 1, 1
2021-05-24, 62, 70, 66, 7, 1, 2
2021-05-25, 67, 63, 47, 15, , 4
2021-05-26, 63, 52, 36, 16, 1, 4
2021-05-27, 53, 23, 44, 5, , 1
2021-05-28, 20, 40, 57, 9, , 2
2021-05-29, 40, 38, 78, 10, , 3
2021-05-30, 66, 47, 34, 13, , 10
2021-05-31, 89, 37, 55, 11, , 4
2021-06-01, 57, 51, 39, 17, 1, 6
2021-06-02, 77, 28, 36, 10, , 2
2021-06-03, 19, 33, 38, 10, , 2
2021-06-04, 31, 30, 44, 13, , 2
2021-06-05, 43, 46, 79, 13, 1, 3
2021-06-06, 52, 45, 73, 9, 1, 6
2021-06-07, 74, 51, 113, 9, 1, 7
2021-06-08, 89, 49, 46, 12, , 7
2021-06-09, 86, 25, 73, 8, , 3
2021-06-10, 44, 46, 77, 16, , 3
2021-06-11, 59, 72, 133, 18, 1, 5
2021-06-12, 103, 71, 114, 11, 1, 10
2021-06-13, 118, 30, 40, 7, 1, 9
2021-06-14, 75, 41, 96, 7, , 6
2021-06-15, 77, 34, 30, 10, , 6
2021-06-16, 68, 20, 43, 8, , 3
2021-06-17, 40, 27, 38, 11, 1, 2
2021-06-18, 27, 35, 42, 15, , 3
2021-06-19, 39, 30, 48, 13, , 2
2021-06-20, 47, 65, 96, 14, 1, 5
2021-06-21, 73, 38, 91, 10, 1, 4
2021-06-22, 58, 34, 51, 12, , 4
2021-06-23, 71, 47, 80, 18, , 5
2021-06-24, 80, 57, 81, 12, 1, 8
2021-06-25, 107, 43, 69, 8, 2, 6
2021-06-26, 86, 47, 105, 9, 1, 7
2021-06-27, 83, 47, 97, 10, , 7
2021-06-28, 97, 40, 48, 7, 1, 5
2021-06-29, 84, 29, 88, 5, , 5
2021-06-30, 62, 28, 67, 8, , 4
2021-07-01, 49, 24, 84, 6, , 4
2021-07-02, 47, 22, 74, 5, , 5
2021-07-03, 37, 22, 57, 7, , 3
2021-07-04, 40, 33, 69, 14, 1, 5
2021-07-05, 52, 27, 79, 6, 1, 5
2021-07-06, 54, 88, 100, 12, , 7
2021-07-07, 86, 36, 74, 10, 1, 4
2021-07-08, 54, 38, 105, 10, 1, 5
2021-07-09, 63, 55, 111, 12, , 8
2021-07-10, 89, 46, 83, 8, 2, 7
2021-07-11, 75, 9, 25, 5, , 4
2021-07-12, 23, 20, 66, 8, , 6
2021-07-13, 47, 31, 87, 7, , 7
2021-07-14, 66, 39, 69, 7, , 8
2021-07-15, 77, 31, 55, 6, , 7
2021-07-16, 63, 25, 29, 6, , 5
2021-07-17, 52, 36, 30, 9, 1, 6
2021-07-18, 75, 28, 53, 8, , 5
2021-07-19, 55, 33, 52, 7, , 5
2021-07-20, 64, 37, 37, 10, , 5
2021-07-21, 60, 31, 27, 14, , 7
2021-07-22, 59, 33, 53, 11, , 5
2021-07-23, 62, 51, 67, 12, 1, 5
2021-07-24, 88, 53, 66, 11, 1, 5
2021-07-25, 88, 53, 70, 9, 1, 5
2021-07-26, 85, 22, 34, 9, , 6
2021-07-27, 52, 23, 29, 12, , 7
2021-07-28, 52, 21, 26, 9, , 6
2021-07-29, 48, 13, 35, 6, , 4
2021-07-30, 30, 38, 105, 10, 1, 6
2021-07-31, 64, 18, 36, 5, 1, 2
2021-08-01, 23, 18, 51, 6, , 3
2021-08-02, 17, 38, 79, 6, 1, 7
2021-08-03, 58, 44, 81, 8, , 7
2021-08-04, 96, 43, 85, 10, , 6
2021-08-05, 85, 39, 83, 10, , 5
2021-08-06, 91, 60, 110, 11, , 6
2021-08-07, 137, 66, 92, 15, , 7
2021-08-08, 118, 25, 93, 6, , 5
2021-08-09, 55, 34, 87, 10, , 5
2021-08-10, 59, 53, 75, 13, , 9
2021-08-11, 94, 47, 73, 8, , 9
2021-08-12, 86, 39, 72, 9, , 6
2021-08-13, 69, 38, 55, 7, , 5
2021-08-14, 76, 37, 45, 10, , 5
2021-08-15, 71, 41, 51, 10, , 7
2021-08-16, 80, 26, 51, 6, 1, 4
2021-08-17, 40, 33, 52, 10, , 5
2021-08-18, 60, 26, 35, 8, , 5
2021-08-19, 59, 23, 56, 7, 1, 5
2021-08-20, 36, 30, 56, 10, 1, 4
2021-08-21, 46, 62, 68, 10, , 8
2021-08-22, 109, 46, 68, 5, , 6
2021-08-23, 80, 21, 41, 6, , 3
2021-08-24, 38, 19, 34, 8, 1, 3
2021-08-25, 24, 19, 36, 6, 1, 3
2021-08-26, 26, 24, 55, 9, 1, 3
2021-08-27, 38, 27, 40, 11, 1, 3
2021-08-28, 42, 39, 70, 10, , 3
2021-08-29, 62, 51, 76, 17, , 5
2021-08-30, 81, 34, 67, 9, , 6
2021-08-31, 71, 38, 74, 14, , 6
2021-09-01, 61, 44, 78, 12, , 4
2021-09-02, 72, 54, 96, 11, , 6
2021-09-03, 92, 39, 40, 11, , 9
2021-09-04, 84, 30, 41, 11, 1, 5
2021-09-05, 58, 13, 27, 7, , 4
2021-09-06, 23, 31, 59, 11, , 4
2021-09-07, 49, 43, 82, 13, , 6
2021-09-08, 77, 50, 55, 15, , 7
2021-09-09, 97, 54, 94, 14, , 8
2021-09-10, 105, 67, 101, 14, 1, 9
2021-09-11, 137, 50, 30, 16, , 9
2021-09-12, 82, 36, 44, 16, , 8
2021-09-13, 65, 43, 35, 14, 1, 8
2021-09-14, 67, 47, 50, 16, , 7
2021-09-15, 64, 37, 18, 15, , 6
2021-09-16, 61, 27, 44, 13, , 4
2021-09-17, 43, 47, 35, 17, , 5
2021-09-18, 70, 31, 29, 10, 1, 6
2021-09-19, 66, 16, 30, 7, 1, 5
2021-09-20, 26, 16, 37, 10, , 4
2021-09-21, 28, 29, 47, 12, , 4
2021-09-22, 41, 52, 61, 20, 1, 6
2021-09-23, 77, 24, 28, 12, , 9
2021-09-24, 65, 27, 39, 10, 1, 6
2021-09-25, 54, 26, 20, 16, 1, 5
2021-09-26, 58, 28, 44, 13, 1, 5
2021-09-27, 54, 53, 39, 19, , 7
2021-09-28, 83, 47, 41, 15, , 5
2021-09-29, 72, 56, 31, 14, 1, 8
2021-09-30, 93, 30, 30, 11, , 4
2021-10-01, 54, 56, 22, 16, , 7
2021-10-02, 99, 52, 23, 12, , 7
2021-10-03, 94, 17, 15, 6, , 2
2021-10-04, 17, 12, 11, 8, , 2
2021-10-05, 35, 8, 14, 7, , 2
